pos	word_en	word_sp	positive	negative	objective	index	synset
n	leprosy_bacillus	None	+0	-0.125	0.875	0	01377804
n	mycobacterium_leprae	None	+0	-0.125	0.875	0	01377804
n	myxobacterales	None	+0.125	-0	0.875	0	01377906
n	order_myxobacterales	None	+0.125	-0	0.875	0	01377906
n	order_myxobacteria	None	+0.125	-0	0.875	0	01377906
a	unheard-of	None	+0	-0.375	0.625	0	01377933
a	comprehended	None	+0.375	-0	0.625	0	01378429
a	interpreted	None	+0.25	-0	0.75	0	01378671
a	taken	None	+0.25	-0	0.75	0	01378671
n	staph	None	+0	-0.125	0.875	0	01379389
n	staphylococci	None	+0	-0.125	0.875	0	01379389
n	family_lactobacillaceae	None	+0.125	-0	0.875	0	01379636
n	family_lactobacteriaceae	None	+0.125	-0	0.875	0	01379636
n	lactobacillaceae	None	+0.125	-0	0.875	0	01379636
n	lactobacteriaceae	None	+0.125	-0	0.875	0	01379636
a	unlabelled	None	+0	-0.25	0.75	0	01379844
a	untagged	None	+0	-0.25	0.75	0	01379844
a	unlamented	None	+0	-0.875	0.125	0	01380127
n	lactobacillus_acidophilus	None	+0	-0.125	0.875	0	01380298
n	diplococcus_pneumoniae	None	+0	-0.625	0.375	0	01380754
n	pneumococcus	None	+0	-0.625	0.375	0	01380754
n	streptococci	None	+0.375	-0	0.625	0	01381044
a	oceangoing	None	+0.375	-0	0.625	0	01381074
a	seafaring	None	+0.375	-0	0.625	0	01381074
a	seagoing	None	+0.375	-0	0.625	0	01381074
a	unlaureled	None	+0	-0.625	0.375	0	01381907
a	unlaurelled	None	+0	-0.625	0.375	0	01381907
n	spirochaete	None	+0.375	-0	0.625	0	01382033
n	spirochete	None	+0.375	-0	0.625	0	01382033
n	family_treponemataceae	None	+0.125	-0	0.875	0	01382273
n	treponemataceae	None	+0.125	-0	0.875	0	01382273
n	genus_borrelia	None	+0.125	-0	0.875	0	01382839
a	bigger	None	+0.125	-0	0.875	0	01383756
a	larger	None	+0.125	-0	0.875	0	01383756
a	bouffant	None	+0	-0.125	0.875	0	01384081
a	puffy	None	+0	-0.125	0.875	0	01384081
v	collate	None	+0.375	-0	0.625	1	01385759
a	elephantine	None	+0.375	-0	0.625	0	01385773
a	gargantuan	None	+0.375	-0	0.625	0	01385773
a	giant	None	+0.375	-0	0.625	0	01385773
a	jumbo	None	+0.375	-0	0.625	0	01385773
v	chunk	aglomerar	+0.25	-0	0.75	0	01385920
v	lump	reunir	+0.25	-0	0.75	0	01385920
a	epic	None	+0.75	-0	0.25	0	01386010
a	heroic	None	+0.75	-0	0.25	0	01386010
a	larger-than-life	None	+0.75	-0	0.25	0	01386010
a	brobdingnagian	None	+0	-0.125	0.875	1	01387319
a	huge	None	+0	-0.125	0.875	0	01387319
a	immense	None	+0	-0.125	0.875	0	01387319
a	vast	None	+0	-0.125	0.875	0	01387319
v	convulse	convulsionar	+0	-0.125	0.875	5	01388813
a	outsized	None	+0	-0.375	0.625	0	01389993
a	oversize	None	+0	-0.375	0.625	0	01389993
a	overlarge	None	+0	-0.125	0.875	0	01390130
a	queen-size	None	+0	-0.25	0.75	0	01390344
a	little	None	+0	-0.375	0.625	0	01391351
v	plume	None	+0	-0.125	0.875	3	01392080
v	preen	None	+0	-0.125	0.875	0	01392080
n	endamoeba	Endamoeba	+0	-0.125	0.875	0	01392122
n	genus_endamoeba	género_Endamoeba	+0	-0.125	0.875	0	01392122
a	dinky	None	+0	-0.25	0.75	0	01392896
n	testacean	None	+0	-0.5	0.5	0	01394040
n	genus_arcella	género_Arcella	+0	-0.125	0.875	0	01394366
a	runty	None	+0	-0.625	0.375	1	01394558
a	shrimpy	None	+0	-0.625	0.375	0	01394558
a	slender	None	+0	-0.125	0.875	3	01394744
a	littler	None	+0	-0.125	0.875	0	01394922
a	smaller	None	+0	-0.125	0.875	0	01394922
a	law-abiding	None	+0.375	-0	0.625	0	01395821
a	observant	None	+0.375	-0	0.625	2	01395821
a	outlaw	None	+0	-0.25	0.75	1	01396333
a	lawless	None	+0	-0.375	0.625	1	01396503
a	wide-open	None	+0	-0.375	0.625	1	01396503
n	alga	None	+0	-0.25	0.75	0	01397114
a	lead-free	None	+0.25	-0	0.75	0	01397251
a	nonleaded	None	+0.25	-0	0.75	0	01397251
n	wrack	None	+0	-0.25	0.75	0	01397778
a	tight	None	+0.25	-0	0.75	6	01398199
v	rough_up	None	+0	-0.375	0.625	0	01398323
a	air-tight	None	+0	-0.75	0.25	1	01398528
a	airtight	None	+0	-0.75	0.25	1	01398528
a	gas-tight	None	+0	-0.75	0.25	0	01398528
a	waterproof	None	+0	-0.625	0.375	0	01398941
a	waterproofed	None	+0	-0.625	0.375	0	01398941
a	snug	None	+0.375	-0	0.625	2	01399096
n	chrysophyceae	None	+0	-0.125	0.875	0	01400575
n	class_chrysophyceae	None	+0	-0.125	0.875	0	01400575
n	class_heterokontae	None	+0	-0.125	0.875	0	01400575
n	heterokontae	None	+0	-0.125	0.875	0	01400575
n	genus_conferva	género_Conferva	+0	-0.125	0.875	0	01401686
v	boom	None	+0	-0.25	0.75	1	01401772
v	nail	None	+0	-0.25	0.75	2	01401772
n	confervoid_algae	None	+0	-0.25	0.75	0	01402039
a	amerciable	None	+0	-0.125	0.875	0	01402343
a	extralegal	None	+0	-0.75	0.25	0	01403469
a	nonlegal	None	+0	-0.75	0.25	0	01403469
n	sea_tang	None	+0	-0.375	0.625	0	01403713
n	tang	None	+0	-0.375	0.625	5	01403713
a	illicit	None	+0	-0.625	0.375	1	01403760
n	fucoid	None	+0	-0.125	0.875	1	01404365
n	fucoid_algae	None	+0	-0.125	0.875	0	01404365
a	unratified	None	+0	-0.25	0.75	0	01404582
a	decipherable	None	+0.5	-0	0.5	0	01405047
a	readable	None	+0.5	-0	0.5	0	01405047
n	fucus_serratus	Fucus_serratus	+0	-0.25	0.75	0	01405107
n	serrated_wrack	fuco_de_fronda_aserrada	+0	-0.25	0.75	0	01405107
n	tang	sargazo	+0	-0.25	0.75	4	01405107
a	indecipherable	None	+0.375	-0	0.625	0	01405523
a	undecipherable	None	+0.375	-0	0.625	0	01405523
a	unreadable	None	+0.375	-0	0.625	0	01405523
n	division_euglenophyta	división_Euglenophyta	+0.5	-0	0.5	0	01406092
n	euglenophyta	Euglenophyta	+0.5	-0	0.5	0	01406092
n	class_euglenophyceae	clase_Euglenophyceae	+0.125	-0	0.875	0	01406262
n	euglenophyceae	Euglenophyceae	+0.125	-0	0.875	0	01406262
n	euglenaceae	None	+0.125	-0	0.875	0	01406426
n	family_euglenaceae	None	+0.125	-0	0.875	0	01406426
a	morganatic	None	+0	-0.625	0.375	0	01406961
a	lawful	None	+0.25	-0	0.75	2	01407267
a	rightful	None	+0.25	-0	0.75	1	01407267
a	true	None	+0.25	-0	0.75	9	01407267
a	illegitimate	ilegítimo	+0	-0.5	0.5	1	01407465
a	misbegot	None	+0	-0.25	0.75	0	01407909
a	spurious	None	+0	-0.25	0.75	1	01407909
a	unlawful	None	+0	-0.625	0.375	3	01408421
a	wrongful	None	+0	-0.625	0.375	0	01408421
a	leptorrhine	None	+0.125	-0	0.875	0	01408593
a	leptorrhinian	None	+0.125	-0	0.875	0	01408593
n	family_volvocaceae	familia_Volvocaceae	+0.5	-0	0.5	0	01409065
n	volvocaceae	Volvocaceae	+0.5	-0	0.5	0	01409065
a	similar	None	+0	-0.25	0.75	2	01409581
v	whiff	None	+0	-0.25	0.75	2	01409888
a	like-minded	None	+0.125	-0	0.875	0	01410036
n	genus_zygnema	género_Zygnema	+0	-0.125	0.875	0	01410330
n	zygnema	Zygnema	+0	-0.125	0.875	0	01410330
a	alike	None	+0.25	-0	0.75	0	01410606
a	like	None	+0.25	-0	0.75	2	01410606
a	similar	None	+0.25	-0	0.75	1	01410606
a	unalike	None	+0	-0.625	0.375	0	01410905
a	apt	None	+0	-0.75	0.25	1	01411919
a	promising	None	+0.75	-0	0.25	0	01412286
v	bat	None	+0.125	-0	0.875	4	01412912
v	clobber	None	+0.125	-0	0.875	1	01412912
v	cream	None	+0.125	-0	0.875	1	01412912
a	likely	None	+0	-0.75	0.25	1	01413247
a	probable	None	+0	-0.75	0.25	0	01413247
a	improbable	None	+0	-0.625	0.375	0	01413871
a	unlikely	None	+0	-0.625	0.375	0	01413871
v	kayo	dejar_sin_sentido	+0	-0.375	0.625	0	01414088
v	knock_cold	dejar_sin_sentido	+0	-0.375	0.625	0	01414088
v	poke	None	+0.125	-0	0.875	3	01414626
v	pound	None	+0.125	-0	0.875	0	01414626
v	thump	None	+0.125	-0	0.875	2	01414626
a	heavy-limbed	None	+0.125	-0	0.875	0	01414663
a	sharp-limbed	None	+0.125	-0	0.875	0	01414740
v	smack	None	+0	-0.125	0.875	0	01414916
v	thwack	None	+0	-0.125	0.875	0	01414916
a	modest	None	+0	-0.125	0.875	6	01415219
a	pocket-sized	None	+0	-0.125	0.875	0	01415219
a	narrow	None	+0	-0.125	0.875	1	01415480
a	limitless	None	+0	-0.5	0.5	1	01415605
a	unlimited	None	+0	-0.5	0.5	0	01415605
n	eucaryote	None	+0.375	-0	0.625	0	01415626
n	eukaryote	None	+0.375	-0	0.625	0	01415626
v	flail	None	+0	-0.125	0.875	0	01416193
v	lam	None	+0	-0.125	0.875	1	01416193
v	thrash	None	+0	-0.125	0.875	0	01416193
v	thresh	None	+0	-0.125	0.875	3	01416193
n	flagellate	None	+0.125	-0	0.875	0	01416585
n	flagellate_protozoan	None	+0.125	-0	0.875	0	01416585
n	flagellated_protozoan	None	+0.125	-0	0.875	0	01416585
n	mastigophoran	None	+0.125	-0	0.875	0	01416585
n	mastigophore	None	+0.125	-0	0.875	0	01416585
v	whomp	abofetear	+0.125	-0	0.875	0	01417162
a	lined	None	+0	-0.25	0.75	2	01417941
v	beat	batir	+0.25	-0	0.75	9	01418179
v	scramble	revolver	+0.25	-0	0.75	3	01418179
n	zoomastigote	None	+0	-0.25	0.75	0	01418620
a	otc	None	+0	-0.625	0.375	0	01418647
a	denotative	None	+0.25	-0	0.75	1	01418989
a	explicit	None	+0.25	-0	0.75	1	01418989
n	costia_necatrix	None	+0.375	-0	0.625	0	01419573
n	genus_hexamita	None	+0.375	-0	0.625	0	01420164
n	hexamita	None	+0.375	-0	0.625	0	01420164
a	illiterate	None	+0	-0.375	0.625	2	01421491
n	coccidium	None	+0.125	-0	0.875	0	01423302
n	eimeria	None	+0.125	-0	0.875	0	01423302
v	cork	None	+0.125	-0	0.875	0	01423623
v	cork_up	None	+0.125	-0	0.875	0	01423623
a	livable	None	+0.625	-0	0.375	0	01423676
a	liveable	None	+0.625	-0	0.375	0	01423676
a	uninhabitable	None	+0	-0.5	0.5	0	01424156
n	family_plasmodiidae	familia_Plasmodiidae	+0	-0.375	0.625	0	01424165
a	liveried	None	+0	-0.5	0.5	0	01424238
v	bosom	seno	+0.375	-0	0.625	1	01424456
v	embrace	abrazar	+0.375	-0	0.625	1	01424456
v	hug	abrazar	+0.375	-0	0.625	0	01424456
v	squeeze	estrujar	+0.375	-0	0.625	7	01424456
n	family_haemoproteidae	None	+0	-0.125	0.875	0	01424607
n	haemoproteidae	None	+0	-0.125	0.875	0	01424607
a	undischarged	None	+0.5	-0	0.5	1	01424706
a	unexploded	None	+0.5	-0	0.5	0	01424706
n	genus_haemoproteus	género_Haemoproteus	+0	-0.125	0.875	0	01424938
n	haemoproteus	Haemoproteus	+0	-0.125	0.875	0	01424938
v	snuggle	None	+0.25	-0	0.75	0	01424948
a	dud	None	+0	-0.625	0.375	0	01425154
n	genus_piroplasma	género_Piroplasma	+0	-0.125	0.875	0	01425501
n	piroplasm	None	+0	-0.125	0.875	0	01425634
n	acnidosporidia	Acnidosporidia	+0.125	-0	0.875	0	01425817
n	subclass_acnidosporidia	género_Acnidosporidia	+0.125	-0	0.875	0	01425817
n	cnidosporidia	None	+0	-0.125	0.875	0	01426784
n	subclass_cnidosporidia	None	+0	-0.125	0.875	0	01426784
a	pestilential	None	+0.25	-0	0.75	0	01427333
a	gauntleted	None	+0	-0.25	0.75	0	01428389
a	hatless	None	+0	-0.625	0.375	0	01428838
a	dianoetic	None	+0.25	-0	0.75	0	01430452
v	fuck_off	None	+0.5	-0	0.5	2	01430633
v	jack_off	None	+0.5	-0	0.5	0	01430633
v	jerk_off	None	+0.5	-0	0.5	0	01430633
v	masturbate	None	+0.5	-0	0.5	1	01430633
v	wank	None	+0.5	-0	0.5	0	01430633
a	illogical	None	+0.5	-0	0.5	0	01430847
a	unlogical	None	+0.5	-0	0.5	0	01430847
a	visceral	None	+0.25	-0	0.75	1	01431471
a	spread	None	+0.125	-0	0.875	2	01431938
a	curtal	None	+0	-0.5	0.5	0	01436671
v	misdeliver	repartir_mal	+0	-0.5	0.5	0	01438585
v	snap	chasquear	+0.125	-0	0.875	7	01439745
v	snatch	arrebatar	+0.125	-0	0.875	0	01439745
v	snatch_up	agarrar_por_la_fuerza	+0.125	-0	0.875	0	01439745
a	interminable	None	+0.125	-0	0.875	0	01439784
a	time-consuming	None	+0.125	-0	0.875	0	01441866
a	fleeting	None	+0.125	-0	0.875	0	01443097
a	fugitive	None	+0.125	-0	0.875	0	01443097
a	momentaneous	None	+0.125	-0	0.875	0	01443097
a	momentary	None	+0.125	-0	0.875	0	01443097
n	black_buffalo	None	+0	-0.125	0.875	0	01445593
n	hog_molly	sardina_hocido_de_puerco	+0.125	-0	0.875	0	01445857
n	hog_sucker	sardina_hocido_de_puerco	+0.125	-0	0.875	0	01445857
n	hypentelium_nigricans	Hypentelium_nigricans	+0.125	-0	0.875	0	01445857
a	lidded	None	+0	-0.375	0.625	0	01446457
a	skinny	None	+0.375	-0	0.625	2	01448178
a	tight-fitting	None	+0.375	-0	0.625	0	01448178
a	tight_fitting	None	+0.375	-0	0.625	0	01448178
a	tightfitting	None	+0.375	-0	0.625	0	01448178
a	tightly_fitting	None	+0.375	-0	0.625	0	01448178
a	lost	None	+0	-0.75	0.25	0	01449564
v	yield	None	+0	-0.375	0.625	10	01449796
a	gone	None	+0	-0.5	0.5	3	01450084
a	straying	None	+0	-0.75	0.25	0	01450607
a	cursed	None	+0	-0.375	0.625	1	01451225
a	damned	None	+0	-0.375	0.625	1	01451225
a	doomed	None	+0	-0.375	0.625	1	01451225
a	unredeemed	None	+0	-0.375	0.625	0	01451225
a	unsaved	None	+0	-0.375	0.625	0	01451225
a	lost	None	+0	-0.625	0.375	3	01452266
n	order_zeomorphi	orden_Zeomorphi	+0.125	-0	0.875	0	01452496
n	zeomorphi	Zeomorphi	+0.125	-0	0.875	0	01452496
v	tug	None	+0	-0.125	0.875	5	01453109
a	blaring	None	+0	-0.125	0.875	0	01453187
v	tug	None	+0	-0.125	0.875	4	01453256
a	deafening	None	+0.125	-0	0.875	0	01453467
a	loud-mouthed	None	+0	-0.5	0.5	0	01453809
v	lug	None	+0	-0.25	0.75	0	01454246
v	tote	None	+0	-0.25	0.75	0	01454246
v	tug	None	+0	-0.25	0.75	3	01454246
n	fistularia	Fistularia	+0	-0.125	0.875	0	01454393
n	genus_fistularia	género_Fistularia	+0	-0.125	0.875	0	01454393
v	tow	None	+0	-0.125	0.875	0	01454431
a	dull	None	+0.125	-0	0.875	2	01454985
a	muffled	None	+0.125	-0	0.875	0	01454985
a	muted	None	+0.125	-0	0.875	1	01454985
a	softened	None	+0.125	-0	0.875	1	01454985
v	bouse	None	+0.125	-0	0.875	0	01455095
v	bowse	None	+0.125	-0	0.875	0	01455095
n	gasterosteus	Gasterosteus	+0	-0.125	0.875	0	01455141
n	genus_gasterosteus	género_Gasterosteus	+0	-0.125	0.875	0	01455141
a	hushed	None	+0.125	-0	0.875	0	01455540
v	hoist	None	+0	-0.125	0.875	2	01455754
v	run_up	None	+0	-0.125	0.875	1	01455754
a	murmuring	None	+0	-0.5	0.5	0	01456038
a	susurrant	None	+0	-0.5	0.5	0	01456038
a	whispering	None	+0	-0.5	0.5	0	01456038
v	upheave	None	+0	-0.125	0.875	0	01456088
a	grumbling	None	+0	-0.5	0.5	0	01457079
a	rumbling	None	+0	-0.5	0.5	0	01457079
a	lovable	None	+0.625	-0	0.375	0	01459422
a	loveable	None	+0.625	-0	0.375	0	01459422
a	adorable	None	+0.5	-0	0.5	0	01459755
a	endearing	None	+0.5	-0	0.5	0	01459755
a	lovely	None	+0.5	-0	0.5	1	01459755
n	foetus	None	+0.25	-0	0.75	0	01459791
a	angelic	None	+0.625	-0	0.375	2	01459949
a	angelical	None	+0.625	-0	0.375	1	01459949
a	sweet	None	+0.625	-0	0.375	1	01459949
n	monster	monstruo	+0	-0.125	0.875	4	01460108
n	teras	teras	+0	-0.125	0.875	0	01460108
a	cuddlesome	None	+0.375	-0	0.625	0	01460266
a	cuddly	None	+0.375	-0	0.625	0	01460266
a	execrable	None	+0	-0.25	0.75	1	01460679
a	unlikable	None	+0	-0.875	0.125	1	01461680
a	loved	amado	+0.5	-0	0.5	0	01461822
a	dear	None	+0.5	-0	0.5	0	01462324
a	white-haired	None	+0.125	-0	0.875	1	01462461
a	alienated	None	+0	-0.625	0.375	1	01463326
a	estranged	None	+0	-0.625	0.375	0	01463326
a	bereft	None	+0	-0.75	0.25	0	01463414
a	lovelorn	None	+0	-0.75	0.25	0	01463414
a	unbeloved	None	+0	-0.75	0.25	0	01463414
a	disinherited	None	+0	-0.625	0.375	0	01463642
a	jilted	None	+0	-0.5	0.5	0	01463735
a	rejected	None	+0	-0.5	0.5	0	01463735
a	spurned	None	+0	-0.5	0.5	0	01463735
v	arrange	None	+0.125	-0	0.875	0	01463963
v	set_up	None	+0.125	-0	0.875	4	01463963
a	affectionate	None	+0.625	-0	0.375	0	01464700
a	fond	None	+0.625	-0	0.375	0	01464700
a	lovesome	None	+0.625	-0	0.375	0	01464700
a	tender	None	+0.625	-0	0.375	3	01464700
a	warm	None	+0.625	-0	0.375	3	01464700
a	amative	None	+0.75	-0	0.25	0	01465061
a	amorous	None	+0.75	-0	0.25	0	01465061
a	charmed	None	+0.25	-0	0.75	0	01465583
a	enamored	None	+0.75	-0	0.25	0	01465668
a	in_love	None	+0.75	-0	0.25	0	01465668
a	infatuated	None	+0.75	-0	0.25	0	01465668
a	potty	None	+0.75	-0	0.25	0	01465668
a	smitten	None	+0.75	-0	0.25	1	01465668
a	soft_on	None	+0.75	-0	0.25	0	01465668
a	taken_with	None	+0.75	-0	0.25	0	01465668
a	loverlike	None	+0.5	-0	0.5	0	01466038
a	loverly	None	+0.5	-0	0.5	0	01466038
a	uxorious	None	+0.5	-0	0.5	0	01466476
a	cold	None	+0	-0.25	0.75	7	01466775
a	frigid	None	+0	-0.25	0.75	0	01466775
a	loveless	None	+0	-0.25	0.75	0	01466956
v	evict	None	+0	-0.5	0.5	0	01468327
a	jinxed	None	+0	-0.75	0.25	0	01468850
a	unmade	None	+0	-0.5	0.5	0	01469516
a	attractable	None	+0.5	-0	0.5	0	01469927
a	antimagnetic	None	+0	-0.375	0.625	0	01470141
n	appendicularia	None	+0.375	-0	0.625	0	01470733
v	assume	None	+0	-0.125	0.875	7	01470856
a	minor	menor	+0	-0.75	0.25	4	01471954
a	nonaged	menor_de_edad	+0	-0.75	0.25	0	01471954
a	major	None	+0.625	-0	0.375	0	01472628
a	leading	None	+0.125	-0	0.875	0	01472790
a	prima	None	+0.125	-0	0.875	0	01472790
a	star	None	+0.125	-0	0.875	0	01472790
a	starring	None	+0.125	-0	0.875	0	01472790
a	stellar	None	+0.125	-0	0.875	0	01472790
v	muss	desordenar	+0	-0.375	0.625	0	01473886
v	tussle	liar	+0	-0.375	0.625	1	01473886
n	superclass_agnatha	None	+0	-0.25	0.75	0	01473990
n	agnathan	None	+0	-0.5	0.5	0	01474283
n	jawless_fish	None	+0	-0.5	0.5	0	01474283
n	jawless_vertebrate	None	+0	-0.5	0.5	0	01474283
a	manageable	None	+0.625	-0	0.375	0	01474513
n	order_ostracodermi	None	+0	-0.125	0.875	0	01474641
n	ostracodermi	None	+0	-0.125	0.875	0	01474641
a	administrable	None	+0.625	-0	0.375	0	01474806
n	heterostraci	None	+0	-0.125	0.875	0	01475025
n	suborder_heterostraci	None	+0	-0.125	0.875	0	01475025
a	directed	None	+0.5	-0	0.5	1	01475041
a	difficult	None	+0	-0.625	0.375	1	01475282
v	let_out	None	+0.125	-0	0.875	2	01475301
a	indocile	None	+0.25	-0	0.75	0	01475526
a	uncontrollable	None	+0.25	-0	0.75	1	01475526
a	ungovernable	None	+0.25	-0	0.75	0	01475526
a	unruly	None	+0.25	-0	0.75	2	01475526
n	cephalaspid	None	+0	-0.125	0.875	0	01475648
n	osteostracan	None	+0	-0.125	0.875	0	01475648
a	uncheckable	None	+0	-0.625	0.375	0	01475733
n	anaspida	None	+0	-0.25	0.75	0	01475794
n	order_anaspida	None	+0	-0.25	0.75	0	01475794
v	disengage	None	+0.375	-0	0.625	1	01475953
a	man-sized	None	+0.375	-0	0.625	0	01476046
a	unmanful	None	+0	-0.75	0.25	0	01476154
a	antheral	None	+0.375	-0	0.625	0	01477251
a	staminate	None	+0.375	-0	0.625	0	01477251
a	young-begetting	None	+0.5	-0	0.5	0	01477711
n	genus_petromyzon	género_Petromyzon	+0	-0.125	0.875	0	01477745
n	petromyzon	Petromyzon	+0	-0.125	0.875	0	01477745
v	bar	None	+0	-0.375	0.625	1	01478002
v	barricade	None	+0	-0.375	0.625	0	01478002
v	block	None	+0	-0.375	0.625	0	01478002
v	block_off	None	+0	-0.375	0.625	1	01478002
n	myxinidae	None	+0.125	-0	0.875	0	01478300
a	egg-producing	None	+0.5	-0	0.5	0	01478353
a	young-bearing	None	+0.5	-0	0.5	0	01478353
a	epicene	None	+0.5	-0	0.5	0	01478907
a	remote-controlled	None	+0	-0.25	0.75	0	01479940
a	unmanned	None	+0	-0.25	0.75	0	01479940
v	batfowl	None	+0.125	-0	0.875	0	01480025
a	asterisked	None	+0.375	-0	0.625	0	01480492
a	starred	None	+0.375	-0	0.625	0	01480492
v	ensnare	coger	+0	-0.125	0.875	1	01480770
v	snare	cazar	+0	-0.125	0.875	0	01480770
v	trammel	pescar	+0	-0.125	0.875	0	01480770
a	unmarked	None	+0	-0.625	0.375	0	01481135
a	unstarred	None	+0	-0.625	0.375	0	01481282
a	branded	None	+0.25	-0	0.75	1	01481402
n	selachian	None	+0	-0.375	0.625	0	01482071
a	single	None	+0	-0.75	0.25	3	01482228
v	dangle	None	+0.125	-0	0.875	1	01482285
a	unwedded	None	+0	-0.375	0.625	0	01482751
a	masculine	None	+0	-0.5	0.5	1	01483324
a	feminine	None	+0	-0.5	0.5	0	01484083
n	isurus_paucus	None	+0	-0.125	0.875	0	01484447
n	longfin_mako	None	+0	-0.125	0.875	0	01484447
a	maidenlike	None	+0.125	-0	0.875	0	01484651
a	maidenly	None	+0.125	-0	0.875	0	01484651
v	lube	lubricar	+0.125	-0	0.875	0	01484982
v	lubricate	lubricar	+0.125	-0	0.875	1	01484982
a	unwomanly	poco_femenino	+0	-0.125	0.875	0	01485502
v	break_out	desmontar	+0.375	-0	0.625	3	01485732
a	paired	None	+0.125	-0	0.875	0	01486960
a	ill-sorted	None	+0	-0.75	0.25	0	01487352
a	incompatible	None	+0	-0.75	0.25	5	01487352
a	mismated	None	+0	-0.75	0.25	0	01487352
a	unsuited	None	+0	-0.75	0.25	0	01487352
a	mature	None	+0.125	-0	0.875	2	01488245
a	abloom	None	+0.125	-0	0.875	0	01488856
a	efflorescent	None	+0.125	-0	0.875	0	01488856
a	full-blown	None	+0.25	-0	0.75	0	01489085
a	matured	None	+0.25	-0	0.75	0	01489085
n	carcharhinus	Carcharhinus	+0	-0.125	0.875	0	01489275
n	genus_carcharhinus	género_Carcharhinus	+0	-0.125	0.875	0	01489275
a	meridian	None	+0.375	-0	0.625	1	01489557
a	prime	None	+0.375	-0	0.625	4	01489557
a	prepupal	None	+0	-0.125	0.875	0	01491067
n	galeocerdo	Galeocerdo	+0	-0.25	0.75	0	01491235
n	genus_galeocerdo	género_Galeocerdo	+0	-0.25	0.75	0	01491235
n	family_triakidae	None	+0	-0.125	0.875	0	01491991
n	triakidae	None	+0	-0.125	0.875	0	01491991
a	mellow	None	+0.5	-0	0.5	2	01492061
a	mellowed	None	+0.5	-0	0.5	1	01492061
a	ripe	None	+0.375	-0	0.625	3	01492257
a	childish	None	+0	-0.375	0.625	0	01493016
a	infantile	None	+0	-0.375	0.625	0	01493016
a	mature	None	+0.25	-0	0.75	3	01493173
a	ripe	None	+0.25	-0	0.75	0	01493173
a	ripened	None	+0.25	-0	0.75	0	01493423
v	ensconce	None	+0.125	-0	0.875	0	01493619
v	settle	None	+0.125	-0	0.875	17	01493619
a	overripe	None	+0.25	-0	0.75	0	01493807
a	green	None	+0	-0.625	0.375	2	01493897
a	unripened	None	+0	-0.625	0.375	0	01493897
a	unaged	None	+0	-0.625	0.375	0	01494146
n	genus_sphyrna	género_Sphyrna	+0	-0.125	0.875	0	01494339
n	sphyrna	Sphyrna	+0	-0.125	0.875	0	01494339
a	unseasonable	impropio_de_la_estación	+0	-0.625	0.375	0	01494740
n	smalleye_hammerhead	None	+0	-0.375	0.625	0	01494882
n	sphyrna_tudes	None	+0	-0.375	0.625	0	01494882
a	stripped	None	+0.25	-0	0.75	0	01496816
a	stripped-down	None	+0.25	-0	0.75	0	01496816
n	sawfish	None	+0.25	-0	0.75	0	01497118
a	meaning	None	+0.125	-0	0.875	0	01497387
a	significant	None	+0.125	-0	0.875	3	01497387
a	hollow	None	+0.5	-0	0.5	2	01498084
n	genus_dasyatis	género_Dasyatis	+0	-0.25	0.75	0	01498268
a	nonsensical	None	+0.375	-0	0.625	1	01498594
n	butterfly_ray	None	+0.125	-0	0.875	0	01498699
a	illimitable	None	+0	-0.5	0.5	0	01499269
a	limitless	None	+0	-0.5	0.5	0	01499269
a	measureless	None	+0	-0.5	0.5	0	01499269
n	mobulidae	None	+0	-0.25	0.75	0	01499898
a	automatic	None	+0	-0.125	0.875	1	01499999
a	automatonlike	None	+0	-0.125	0.875	0	01499999
a	machinelike	None	+0	-0.125	0.875	0	01499999
a	robotic	None	+0	-0.125	0.875	1	01499999
a	robotlike	None	+0	-0.125	0.875	0	01499999
n	genus_mobula	género_Mobula	+0	-0.25	0.75	0	01500721
n	mobula	Mobula	+0	-0.25	0.75	0	01500721
a	melodic	None	+0.625	-0	0.375	0	01501113
a	melodious	None	+0.625	-0	0.375	1	01501113
a	musical	None	+0.625	-0	0.375	3	01501113
a	dulcet	None	+0.625	-0	0.375	1	01501821
a	honeyed	None	+0.625	-0	0.375	1	01501821
a	mellifluous	None	+0.625	-0	0.375	0	01501821
a	mellisonant	None	+0.625	-0	0.375	0	01501821
a	sweet	None	+0.625	-0	0.375	2	01501821
a	melodious	None	+0.5	-0	0.5	0	01502195
a	tuneful	None	+0.5	-0	0.5	0	01502195
v	distribute	None	+0	-0.125	0.875	9	01504130
v	stagger	None	+0	-0.125	0.875	2	01504130
n	fledgeling	None	+0.375	-0	0.625	1	01504179
n	fledgling	None	+0.375	-0	0.625	1	01504179
v	heap_up	None	+0	-0.125	0.875	0	01504298
v	pile_up	None	+0	-0.125	0.875	1	01504298
v	stack_up	None	+0	-0.125	0.875	0	01504298
v	mud-wrestle	luchar_en_lodo	+0	-0.125	0.875	0	01504910
v	mudwrestle	luchar_en_lodo	+0	-0.125	0.875	0	01504910
a	nonmusical	None	+0	-0.25	0.75	0	01505786
a	merciful	None	+0.75	-0	0.25	0	01507134
v	crash	estrellar	+0	-0.25	0.75	9	01507407
v	dash	arrojar	+0	-0.25	0.75	2	01507407
a	bowelless	None	+0	-0.25	0.75	0	01507808
a	cutthroat	None	+0	-0.25	0.75	0	01507808
a	fierce	None	+0	-0.25	0.75	2	01507808
a	mortal	None	+0	-0.625	0.375	2	01507992
